#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
119538101,0.0601938858105841,0.0519830726718716,0.705972434915773,,0.0045421941152128,0.946369,0.81,2,1715823,1715362,461,0.77,0.777268,2,1715403
61591741,0.0868076894642359,0.118544505180713,0.768759571209801,,0.0033858217586452,0.0352903,0.95,1,693100,692598,502,0.94,0.933376,2,692643
219262981,0.071822484915464,0.0559114401353619,0.765696784073507,,0.00370828602654839,0.944478,0.75,2,2818876,2818376,500,0.76,0.757117,2,2818428
216764201,0.0535873993179496,0.0525602051711356,0.687595712098009,,0.00431246883057628,0.0534433,0.05,1,2813466,2813017,449,0.02,0.0198404,1,2813055
79458181,0.0838906823726558,0.0964359319075879,0.777947932618683,,0.0033562174378999,0.0768846,0.87,1,1161667,1161159,508,0.74,0.771726,2,1161220
276783341,0.0430844298016974,0.0576508188754607,0.649310872894334,,0.00441496981208153,0.0173965,0.03,1,3626137,3625713,424,0.03,0.0408722,1,3625750
232678921,0.0616666066381436,0.0631216944354779,0.773353751914242,,0.00437199579809641,0.0824777,0.93,1,3000665,3000160,505,0.94,0.931863,2,3000208
178831201,0.0276863553903402,0.0575144283124816,0.704441041347626,,0.00461572742803179,0.913707,0.75,2,2261780,2261320,460,0.76,0.756467,2,2261332
303405701,0.0581001541153344,0.0713955822937026,0.739663093415008,,0.00462527720891737,0.903523,0.83,2,4000338,3999855,483,0.8,0.791656,2,3999888
326116741,0.0529305609002004,0.0627662631114075,0.696784073506891,,0.00400867968973823,0.264907,0.17,1,4289608,4289153,455,0.2,0.202769,1,4289188
39596121,0.0750098099244209,0.0759493244321789,0.702909647779479,,0.00238935517757287,0.273514,0.67,1,337990,337531,459,0.76,0.76119,2,337541
41722201,0.0902008807132147,0.0936602331941641,0.725880551301685,,0.00390681536029201,0.0558006,0.91,1,541448,540974,474,0.89,0.933309,2,541060
151929981,0.0576571436153979,0.059793871115352,0.70750382848392,,0.00520982990779156,0.405623,0.27,1,1934972,1934510,462,0.28,0.277071,1,1934548
282629901,0.106543930452849,0.106154956706195,0.709035222052067,,0.00235391487961971,0.433948,0.71,1,3708519,3708056,463,0.75,0.785339,2,3708099
5994981,0.00371944943102438,0.00173845823681942,0.656967840735069,,0.343299767621998,0.0064881,0.09,1,51969,51540,429,0,0.00966488,1,51558
174278161,0.0686569597385537,0.050957394354956,0.76416539050536,,0.00438303110045308,0.905463,0.75,2,2340363,2339864,499,0.78,0.771767,2,2339914
1410501,0.00383940537640727,0.000183683857671393,0.663093415007657,,0.0800929512006197,0.00591099,0,1,36861,36428,433,0,1.69996E-27,1,36438
128291441,0.0517620899025074,0.0628542341377243,0.747320061255743,,0.00409048947932472,0.0503146,0.75,1,1748100,1747612,488,0.74,0.758406,2,1747653
246846041,0.0454099979716678,0.0599520770739702,0.672281776416539,,0.00439438472883928,0.0539355,0.03,1,3224813,3224374,439,0.02,0.0177365,1,3224402
243140521,0.0565717015432385,0.0658168712820713,0.751914241960184,,0.00366945025094702,0.244696,0.91,1,3319752,3319261,491,0.79,0.799494,2,3319302
6610461,0.0137252311256106,0.0299851726254031,0.647779479326187,,0.378776142525174,0.0312034,0,1,54088,53665,423,0,0.000000321761,1,53675
155723381,0.0560316343997558,0.0460237450826679,0.751914241960184,,0.00560052205468841,0.92862,0.79,2,2116448,2115957,491,0.76,0.76074,2,2116000
57482861,0.0621951103924538,0.0663457616056131,0.773353751914242,,0.00409685599991511,0.0337846,0.95,1,796854,796349,505,0.92,0.921952,2,796390
296011541,0.0602035535621873,0.056563241590431,0.647779479326187,,0.00293411712275713,0.0920978,0,1,3875239,3874816,423,0.01,0.0209123,1,3874886
262960501,0.0614137285864041,0.0635725459453516,0.758039816232772,,0.00404953153019322,0.942324,0.91,2,3621771,3621276,495,0.92,0.913919,2,3621315
86746821,0.0410189431062296,0.0490470396685479,0.70750382848392,,0.00361427373916365,0.0757999,0.83,1,1000167,999705,462,0.75,0.782248,2,999750
42278581,0.0881907466347694,0.0759684794137157,0.791730474732006,,0.00314198402003332,0.0540327,1,1,570185,569668,517,0.9,0.91359,2,569720
176024321,0.0560640498021902,0.0585888808879398,0.721286370597243,,0.00361437984784016,0.752253,0.73,2,2367199,2366728,471,0.61,0.751581,2,2366893
299581201,0.0883152900230699,0.126483003501105,0.770290964777948,,0.00368037944462719,0.777518,0.9,2,4098006,4097503,503,0.89,0.904056,2,4097547
138349061,0.0772087495047647,0.0759101276644047,0.70750382848392,,0.00343113016351347,0.0230725,0.03,1,1738629,1738167,462,0.06,0.0562331,1,1738216
149186961,0.0963008528473424,0.103797297728716,0.73353751914242,,0.0031941894888745,0.754085,0.87,2,2029633,2029154,479,0.91,0.94168,2,2029194
73852381,0.05285966405511,0.0464220977542558,0.705972434915773,,0.00538066487696699,0.946491,0.79,2,1017640,1017179,461,0.79,0.789183,2,1017219
215361141,0.039125390738294,0.0380511934617663,0.653905053598775,,0.00476916057426016,0.232082,0.07,1,2796564,2796137,427,0,0.049174,1,2796179
262761461,0.376799670917318,0.349589054701661,0.791730474732006,,0.00202582685186168,0.2764,0.89,1,3590222,3589705,517,0.87,0.9004,2,3589818
261832941,0.134103846817319,0.12385451436801,0.667687595712098,,0.00260157253058583,0.436897,0.29,1,3430093,3429657,436,0.29,0.291463,1,3429692
215372821,0.0511010810821057,0.0477633011837069,0.647779479326187,,0.00478910900544338,0.0489013,0.01,1,2796677,2796254,423,0.03,0.032509,1,2796266
278547021,0.137317900316003,0.125210261394554,0.81010719754977,,0.0024390140381779,0.948265,0.79,2,3649326,3648797,529,0.76,0.750296,2,3648878
124295101,0.0623041095526864,0.0574376310253945,0.650842266462481,,0.00262841802574196,0.0598671,0.07,1,1550607,1550182,425,0.11,0.0957173,1,1550236
204328601,0.0711144642833447,0.0650189244123145,0.704441041347626,,0.00419946309009688,0.91042,0.81,2,2589217,2588757,460,0.77,0.771372,2,2588826
177255461,0.111249661154784,0.0657849463128434,0.813169984686064,,0.00426970703394417,0.91911,0.79,2,2421301,2420770,531,0.8,0.794211,2,2420851
138798741,0.0679650520257731,0.0430463869802881,0.725880551301685,,0.00437135914603737,0.437056,0.21,1,1744457,1743983,474,0.22,0.216555,1,1744036
7669801,0.0341753123536805,0.0348184356055635,0.64624808575804,,0.439194422927963,0.00167912,0,1,57560,57138,422,0,7.92967E-10,1,57148
157473921,0.101117857474594,0.0909148632015068,0.704441041347626,,0.0029697696380633,0.937879,0.81,2,2138643,2138183,460,0.81,0.792941,2,2138218
331372701,0.0511027871559181,0.0476575940633746,0.702909647779479,,0.00381630465923199,0.782129,0.75,2,4527609,4527150,459,0.75,0.752716,2,4527186
110380561,0.0610091995291236,0.0793379825547779,0.736600306278714,,0.00440743609604957,0.919097,0.75,2,1340371,1339890,481,0.8,0.789718,2,1339921
2195441,0.00352838812041848,0.00171925182061005,0.650842266462481,,0.125174283501162,0.0765889,0.08,1,39446,39021,425,0,1.52201E-22,1,39043
208873181,0.0458420137737026,0.0994886684095335,0.718223583460949,,0.00343866387954543,0.944047,0.93,2,2879928,2879459,469,0.94,0.936172,2,2879471
69685261,0.0274715796537428,0.0571659140650773,0.705972434915773,,0.00317360440563225,0.924791,0.77,2,758161,757700,461,0.77,0.773313,2,757789
27739901,0.0688633946698463,0.091321551837282,0.742725880551302,,0.00370966543934297,0.923664,0.77,2,357309,356824,485,0.78,0.777056,2,356860
8088741,0.00401340594888982,0.000867325148717148,0.656967840735069,,0.463516653756778,0.0415469,0.06,1,58876,58447,429,0,3.89444E-23,1,58457
111721581,0.0851778202821846,0.0729448301059554,0.719754977029096,,0.00252697813100177,0.0549197,0,1,1356208,1355738,470,0.02,0.019509,1,1355797
140336121,0.128357221526102,0.150136035841099,0.73353751914242,,0.00250660526511253,0.0554264,0.05,1,1766552,1766073,479,0.08,0.0707851,1,1766138
481121,0.00365149082416635,0.00312277633721281,0.649310872894334,,0.0277304415182029,0.00000000563263,0.04,1,33822,33398,424,0.03,0.0295392,1,33408
188690581,0.0910158153042403,0.0821729198222134,0.704441041347626,,0.00269134047091031,0.799025,0.81,2,2394713,2394253,460,0.77,0.770159,2,2394285
122251101,0.0814932695388103,0.0763255069862474,0.64624808575804,,0.00391286355485288,0.0228001,0.01,1,1522776,1522354,422,0.03,0.0248359,1,1522392
254318321,0.121705429295562,0.113451231062286,0.647779479326187,,0.00331334953259128,0.0592773,0.03,1,3327349,3326926,423,0.03,0.0316892,1,3326938
332091061,0.133082287731244,0.173885020449716,0.730474732006126,,0.0021916747132413,0.203515,0.07,1,4378229,4377752,477,0.04,0.047578,1,4377817
4749701,0.0238308181382185,0.049460645380989,0.650842266462481,,0.271262587141751,0.00814318,0,1,47833,47408,425,0,0.000200865,1,47418
323706601,0.0968947560977922,0.160023021450032,0.751914241960184,,0.00336873826172766,0.0410921,0.73,1,4440486,4439995,491,0.74,0.76,2,4440039
302788861,0.0366127231402374,0.0508612647253921,0.64624808575804,,0.00379508292393069,0.252308,0,1,3968456,3968034,422,0.05,0.0422044,1,3968125
121232301,0.135080289729246,0.125758129338692,0.702909647779479,,0.00288912704391838,0.908025,0.75,2,1664634,1664175,459,0.77,0.760853,2,1664201
268732901,0.0546669649136442,0.0508800649850485,0.650842266462481,,0.00450622327387711,0.224942,0.11,1,3518684,3518259,425,0.09,0.084685,1,3518325
264624901,0.100614755263712,0.108730414918183,0.73353751914242,,0.00288042613244485,0.406658,0.77,1,3647593,3647114,479,0.85,0.909998,2,3647228
166738761,0.0454791887429459,0.0651070727995715,0.710566615620214,,0.00285485394140679,0.0511337,0.45,1,2135758,2135294,464,0.4,0.415798,1,2135328
7036021,0.00514730051731949,0.00106651389977688,0.658499234303216,,0.403098373353989,0.0648,0,1,55427,54997,430,0.05,0.0396,1,55013
232748281,0.0829203055009507,0.106858902277669,0.738131699846861,,0.00311184915590548,0.299903,0.43,1,3035393,3034911,482,0.42,0.438542,1,3034962
273637041,0.0327524467941925,0.0310823274012011,0.64624808575804,,0.00362753732372696,0.0490291,0.01,1,3584695,3584273,422,0,0.00603146,1,3584328
181730721,0.0611144074142177,0.0486666004519157,0.750382848392037,,0.00426716042570801,0.928275,0.77,2,2283230,2282740,490,0.78,0.778305,2,2282781
302347941,0.0523412071799169,0.0486607475408906,0.647779479326187,,0.00268338232017232,0.035326,0.07,1,3961622,3961199,423,0.03,0.0326798,1,3961211
56202161,0.0566960553677821,0.062021347162757,0.686064318529862,,0.00459153464978831,0.08241,0.07,1,564977,564529,448,0.06,0.0530825,1,564564
3059681,0.00826115061409179,0.0182286253462972,0.64624808575804,,0.174128582494191,0.0124595,0,1,42246,41824,422,0,0.00000000207917,1,41987
283776741,0.0871142140591856,0.108739815048012,0.699846860643185,,0.00367316405462475,0.0558096,0.05,1,3725563,3725106,457,0,0.000950862,1,3725152
97359881,0.107796946886131,0.110694687330399,0.796324655436447,,0.00316405462474667,0.402193,0.71,1,1329213,1328693,520,0.74,0.762688,2,1328766
268770861,0.0763979853163914,0.0687020016955706,0.715160796324655,,0.00457423893551776,0.441351,0.19,1,3519093,3518626,467,0.22,0.210275,1,3518672
205142601,0.0491057329767007,0.0435426428908414,0.660030627871363,,0.00262364313529917,0.230542,0.21,1,2667348,2666917,431,0.21,0.203768,1,2666987
46027381,0.0607752778530767,0.0778199502679924,0.736600306278714,,0.00431140774381121,0.908932,0.75,2,539138,538657,481,0.76,0.753922,2,538690
7647961,0.0237902514942363,0.0242745050742965,0.64624808575804,,0.437955073586367,0.0965076,0,1,57517,57095,422,0,0.00184627,1,57105
215596641,0.647060719166981,0.614965361408388,0.787136294027565,,0.00170410534469404,0.418,0.97,1,2959739,2959225,514,0.91,0.946,2,2959355
231434281,0.114193396736091,0.104641358442913,0.650842266462481,,0.00329064227581889,0.0462169,0.15,1,3018052,3017627,425,0.07,0.0700011,1,3017657
341235041,0.051141458162331,0.049154875120162,0.649310872894334,,0.0041883216790637,0.0994552,0.03,1,4519963,4519539,424,0.03,0.0423298,1,4519568
345943541,0.0701452247941811,0.0890887549616723,0.701378254211332,,0.00337648419511263,0.27166,0.21,1,4585730,4585272,458,0.24,0.232699,1,4585308
5737681,0.00321998684427527,0.00328612576309544,0.647779479326187,,0.32858249419055,0.067147,0,1,51112,50689,423,0,0.00000734623,1,50714
35093761,0.10429722080576,0.0408630738069816,0.819295558958652,,0.00315747588680326,0.944404,0.77,2,472259,471724,535,0.78,0.77697,2,471810
231191921,0.0436787121796609,0.0395397838324861,0.656967840735069,,0.00262024765765097,0.292603,0.27,1,3013766,3013337,429,0.23,0.200236,1,3013382
32045441,0.263173259378193,0.138371507319686,0.977029096477795,,0.00159608671201044,0.939002,0.79,2,413467,412829,638,0.8,0.7924,2,413017
89266041,0.0751472436481924,0.0116803707553093,0.785604900459418,,0.00425612512335134,0.936686,0.81,2,1061968,1061455,513,0.78,0.771012,2,1061519
20991341,0.00416782458528189,0.00456558984927867,0.64624808575804,,0.00556030686629246,0.0446725,0.01,1,113155,112733,422,0.01,0.012862,1,112745
186339261,0.0887687265296373,0.0612989560535063,0.73353751914242,,0.00404146727077873,0.0516364,0.09,1,2409668,2409189,479,0.04,0.0455724,1,2409256
251492081,0.0987193072582067,0.103912227617936,0.773353751914242,,0.00277919845505767,0.901039,0.79,2,3431116,3430611,505,0.8,0.791879,2,3430666
7348661,0.00855937231648807,0.0137583137940698,0.650842266462481,,0.420914020139427,0.0104703,0.06,1,56362,55937,425,0,0.000228716,1,55947
115015621,0.0366606827707397,0.0357611090024866,0.704441041347626,,0.00412508090786584,0.905515,0.77,2,1581622,1581162,460,0.77,0.773075,2,1581222
222438041,0.0603593749703807,0.064255562925888,0.738131699846861,,0.00327610538713751,0.0309439,0.85,1,3061776,3061294,482,0.85,0.91,2,3061400
135145041,0.0654616730518059,0.0759048068362001,0.76416539050536,,0.00346657046146663,0.0273012,0.83,1,1661666,1661167,499,0.92,0.9304,2,1661210
186620021,0.0516866435272507,0.0441607457672812,0.762633996937213,,0.00470698088982736,0.0360542,0.93,1,2576425,2575927,498,0.91,0.913552,2,2575969
107684641,0.234067640139746,0.0799053602023334,0.998468606431853,,0.00250734802584807,0.2019,1,1,1396577,1395925,652,0.92,0.9304,2,1396118
187829921,0.0333298579977897,0.0307047259596114,0.649310872894334,,0.004176861942001,0.0475602,0.09,1,2428901,2428477,424,0.05,0.0526292,1,2428520
138971301,0.0767860223268193,0.0820046042900064,0.754977029096478,,0.00375030506244496,0.925389,0.77,2,1913671,1913178,493,0.78,0.767953,2,1913222
106077221,0.0625753752888478,0.0437469626938998,0.704441041347626,,0.00406735778784631,0.233358,0.05,1,1277967,1277507,460,0.06,0.051211,1,1277554
58681961,0.0733678086619263,0.069941577306313,0.76416539050536,,0.00501501437772567,0.779755,0.79,2,651569,651070,499,0.76,0.764564,2,651121
270116981,0.0528196661023986,0.0514004419834629,0.649310872894334,,0.00392549048735715,0.200934,0.11,1,3535087,3534663,424,0.09,0.0784395,1,3534712
208491841,0.0871462503341061,0.0957069784435513,0.750382848392037,,0.00337308871746443,0.218311,0.39,1,2711136,2710646,490,0.4,0.420814,1,2710706
164907921,0.056668189495514,0.0628109580683265,0.696784073506891,,0.00341786657895016,0.0854506,0.07,1,2107146,2106691,455,0.08,0.0881121,1,2106732
3883361,0.00241354470955989,0.00269414815314053,0.647779479326187,,0.221688613477924,4.7019E-10,0.07,1,45046,44623,423,0,0.0124608,1,44641
128117381,0.0797830253238223,0.0813040285763947,0.70750382848392,,0.00417707415935401,0.263855,0.77,1,1599192,1598730,462,0.75,0.780067,2,1598774
275583221,0.0473786175873462,0.0434202638421346,0.647779479326187,,0.00482688369427968,0.241498,0.05,1,3610373,3609950,423,0.01,0.0196092,1,3609969
21771261,0.0575003743884199,0.0646218132673078,0.739663093415008,,0.00429517311630572,0.916643,0.75,2,296564,296081,483,0.78,0.770646,2,296115
5567541,0.0367493986089811,0.00339639105958973,0.695252679938744,,0.318822618125484,0.000000966868,0,1,50650,50196,454,0,0.00461568,1,50239
346768441,0.138679726345761,0.110340320171969,0.770290964777948,,0.00244039345097249,0.0218789,0,1,4596353,4595850,503,0,0.00906996,1,4595942
106033421,0.0803932310573677,0.0632774173409338,0.719754977029096,,0.0039786509342869,0.0395994,0.01,1,1277449,1276979,470,0,0.00422477,1,1277038
213147781,0.0965266232818415,0.0687975992423141,0.735068912710567,,0.00284859352949291,0.0156825,0.01,1,2766906,2766426,480,0.02,0.0170863,1,2766495
259434161,0.323926547835466,0.307483567508895,0.77947932618683,,0.00233407255711299,0.2068,1,1,3394249,3393740,509,0.91,0.946,2,3393847
266398361,0.102719860784377,0.0464267091386998,0.759571209800919,,0.00279723693006377,0.0501348,0.07,1,3488372,3487876,496,0.04,0.0425055,1,3487960
103559041,0.110536711864985,0.124615392801274,0.802450229709035,,0.00431692539498955,0.908041,1,2,1410701,1410177,524,0.93,0.938799,2,1410235
367121,0.00377982548760537,0.000277853648846622,0.660030627871363,,0.0212238574748257,0.0976231,0.08,1,33404,32973,431,0.06,0.0560046,1,32991
60143381,0.0236640020321235,0.0417012816101536,0.727411944869832,,0.00501214944345999,0.0474253,0.95,1,633821,633346,475,0.92,0.922915,2,633365
5443801,0.00767010977637164,0.004412509621831,0.652373660030628,,0.311696359411309,0.00000000546987,0,1,50222,49796,426,0,7.13396E-13,1,49806
299024981,0.065728389257801,0.0505844042978103,0.705972434915773,,0.0043389959997029,0.0421802,0.03,1,3918184,3917723,461,0.04,0.0393209,1,3917772
234006481,0.0859444161151941,0.0778015047302163,0.709035222052067,,0.00360780110989676,0.926351,0.69,2,3276483,3276020,463,0.75,0.781077,2,3276061
197410121,0.0577024493533032,0.0525798922354928,0.701378254211332,,0.00322474878770837,0.917293,0.77,2,2786102,2785644,458,0.77,0.756358,2,2785690
110927341,0.0595061485004559,0.0748644075612516,0.761102603369066,,0.00367348238065427,0.949059,1,2,1345839,1345342,497,0.93,0.93864,2,1345377
228141941,0.0584698034413404,0.0489771594581269,0.74885145482389,,0.00500058359772079,0.933796,0.73,2,3103234,3102745,489,0.78,0.767546,2,3102785
940801,0.00522212133217826,0.00482051072856327,0.649310872894334,,0.0534469403563129,0.0184109,0.14,1,35178,34754,424,0,7.4327E-10,1,34764
133558481,0.0860503822553158,0.0802693048515311,0.704441041347626,,0.00390278323058476,0.93711,0.77,2,1907529,1907069,460,0.77,0.772141,2,1907109
262381901,0.076545276355523,0.0797492825749971,0.704441041347626,,0.00396666065384166,0.0504813,0.07,1,3438717,3438257,460,0.1,0.0924367,1,3438302
6376461,0.00929958087453344,0.0215245236971952,0.647779479326187,,0.365453137103021,0.00231046,0,1,53265,52842,423,0,4.36997E-13,1,52852
56149601,0.0443575399932136,0.0512824969582599,0.724349157733538,,0.00449741625372707,0.0144066,0.93,1,564400,563927,473,0.91,0.9316,2,563997
165805781,0.0513082742684261,0.0864102500434534,0.730474732006126,,0.00349033880500408,0.072357,0.89,1,2226629,2226152,477,0.91,0.946,2,2226221
14020681,0.00919683731827944,0.00596406312630582,0.656967840735069,,0.803098373353989,0.0922377,0.15,1,78771,78342,429,0.09,0.0900093,1,78352
117017681,0.058154938041086,0.0423376526634292,0.751914241960184,,0.00526511252825144,0.921041,0.75,2,1407717,1407226,491,0.76,0.752406,2,1407269
66550921,0.0670915422338572,0.0616437457211673,0.756508422664625,,0.00397472491325616,0.782455,0.79,2,920538,920044,494,0.8,0.793695,2,920088
345150761,0.0580889698536757,0.0583487341749701,0.647779479326187,,0.0045111042729964,0.0984865,0.09,1,4574932,4574509,423,0,0.0163933,1,4574550
244450181,0.0921164224769538,0.0602512849800114,0.710566615620214,,0.00267860742972953,0.0586095,0,1,3194246,3193782,464,0.07,0.0668441,1,3193863
50000081,0.0580686865316846,0.0474963729687738,0.693721286370597,,0.00519624799719873,0.0158469,0.05,1,480423,479970,453,0.04,0.0340265,1,480011
62956081,0.116276512860953,0.0795775971849272,0.81010719754977,,0.00222425007692879,0.933849,0.77,2,779753,779224,529,0.78,0.772723,2,779304
298905261,0.0464476699770817,0.0590789291655877,0.649310872894334,,0.00410799741094829,0.0546924,0,1,3916845,3916421,424,0.03,0.0407604,1,3916464
199809181,0.0558348672200665,0.0713803292528493,0.756508422664625,,0.0039672973059007,0.28499,0.83,1,2710901,2710407,494,0.9,0.913281,2,2710445
2519301,0.00720353650144921,0.000276065850569861,0.664624808575804,,0.143299767621998,0.0371139,0.14,1,40367,39933,434,0,2.98474E-20,1,39956
108249701,0.16224098482163,0.0873855578533651,0.868300153139357,,0.00343187292424902,0.934645,0.77,2,1309194,1308627,567,0.78,0.775011,2,1308745
11238881,0.00797608463642619,0.00802882824721277,0.650842266462481,,0.644306738962045,0.041641,0.13,1,69271,68846,425,0,0.00169167,1,68856
232927121,0.0643402138658306,0.0593635934745363,0.705972434915773,,0.00481213458824528,0.923869,0.79,2,3003270,3002809,461,0.79,0.791612,2,3002860
167564381,0.0523120143613502,0.047890468977798,0.702909647779479,,0.00422238256422228,0.936371,0.79,2,2113553,2113094,459,0.75,0.752414,2,2113134
204713041,0.0548500835028349,0.0621525942584716,0.758039816232772,,0.00399626497458697,0.0581808,1,1,2882139,2881644,495,0.94,0.945413,2,2881682
10130241,0.00384958495015421,0.00452206547456467,0.653905053598775,,0.581564678543765,0.0171443,0.19,1,65741,65314,427,0.07,0.0709733,1,65324
239609501,0.0428484229243242,0.0923229317053964,0.705972434915773,,0.00317084558004308,0.936782,0.77,2,3076174,3075713,461,0.77,0.772437,2,3075758
108043801,0.0993507441325278,0.101037206778026,0.70750382848392,,0.00348683721867937,0.930983,0.79,2,1402749,1402287,462,0.79,0.793058,2,1402342
45058301,0.12380238357468,0.11921652578296,0.819295558958652,,0.00248824846407691,0.0779864,0.88,1,585247,584712,535,0.94,0.9472,2,584784
13562461,0.00415819474643004,0.00240210562908152,0.653905053598775,,0.776762199845081,0.20064,0.1,1,77090,76663,427,0,0.0000000154937,1,76673
215305341,0.056231624163313,0.0533308384561085,0.744257274119449,,0.00403987564063113,0.942093,0.75,2,3015294,3014808,486,0.76,0.753424,2,3014846
202110181,0.0902558542027233,0.0764707655962343,0.793261868300153,,0.00409759876065066,0.252439,0.79,1,2624438,2623920,518,0.76,0.785136,2,2623990
9688661,0.00471936033605863,0.00452055790657335,0.652373660030628,,0.556158017041054,0.0110439,0.1,1,64104,63678,426,0.05,0.0497338,1,63688
197687521,0.0806658237398275,0.0741191368907208,0.76416539050536,,0.00386352302027737,0.941059,0.97,2,2790265,2789766,499,0.9,0.939999,2,2789837
263539681,0.0308951011038297,0.0253402669636871,0.667687595712098,,0.00355517120634954,0.203197,0.33,1,3453969,3453533,436,0.29,0.291409,1,3453571
11102001,0.00271133041531523,0.00974841350639031,0.64624808575804,,0.636560805577072,0.257447,0.14,1,68820,68398,422,0,0.00912094,1,68423
254729021,0.0685087208806374,0.0729379130292894,0.762633996937213,,0.0036936430291905,0.0905386,0.77,1,3493971,3493473,498,0.76,0.773321,2,3493523
170467561,0.0777698582252662,0.109079283887468,0.768759571209801,,0.00370011565845739,0.0449278,0.85,1,2285689,2285187,502,0.92,0.9304,2,2285231
4836861,0.00400897015697775,0.00239951615935526,0.653905053598775,,0.276219984508133,0.0481069,0.14,1,48112,47685,427,0,0.0000327635,1,47695
94471681,0.0620262090850326,0.0851446023745083,0.684532924961715,,0.00400220706047133,0.226426,0.07,1,1108291,1107844,447,0.04,0.0423721,1,1107879
115885501,0.0819874622531169,0.122288771988323,0.686064318529862,,0.00275161019916599,0.0761596,0.07,1,1421452,1421004,448,0.06,0.0532371,1,1421039
1269261,0.00389293818136323,0.000397648548655427,0.660030627871363,,0.0720371804802479,0.0414989,0.02,1,36416,35985,431,0,0.000000664377,1,35995
343071721,0.109673059388429,0.117999297650677,0.684532924961715,,0.0024603418821557,0.217663,0.17,1,4544543,4544096,447,0.05,0.0934856,1,4544142
4382981,0.0144933245122998,0.0178519107094083,0.656967840735069,,0.250193648334624,0.0000986783,0,1,46748,46319,429,0,4.2031E-11,1,46337
206557341,0.111654758903336,0.0840515269003338,0.735068912710567,,0.00255467249556996,0.222565,0.05,1,2685819,2685339,480,0.01,0.0517242,1,2685429
215422461,0.0359172137160752,0.0340410626048647,0.64624808575804,,0.00487261653385397,0.0180373,0.01,1,2797125,2796703,422,0.02,0.0189036,1,2796713
178755001,0.0600325670534399,0.0857575617836835,0.739663093415008,,0.00339356769203018,0.401732,0.71,1,2464360,2463877,483,0.78,0.779912,2,2463911
12000781,0.00606998314778201,0.0117301559712108,0.656967840735069,,0.687529047250194,0.214256,0.29,1,71854,71425,429,0.09,0.088848,1,71435
160234741,0.0442650328798336,0.0498737190106097,0.76416539050536,,0.00466092972422355,0.794062,0.91,2,2195528,2195029,499,0.94,0.942784,2,2195062
325127181,0.0607999211414771,0.067088903944862,0.771822358346095,,0.00410194921638742,0.222164,0.91,1,4461271,4460767,504,0.91,0.946,2,4460839
164367721,0.0480673027162591,0.0428422445381699,0.702909647779479,,0.00516940250204259,0.942022,0.81,2,2099245,2098786,459,0.77,0.762297,2,2098816
58154621,0.0790054347929111,0.0809214610284806,0.781010719754977,,0.00341107562365375,0.244327,0.91,1,804035,803525,510,0.75,0.786248,2,803584
4283761,0.0026628779190449,0.00213977106249845,0.66156202143951,,0.244461657629744,0.00067584,0.19,1,46357,45925,432,0,0.0672422,1,45948
242410521,0.0600943648381979,0.0565600490935082,0.701378254211332,,0.00412794584213151,0.918084,0.77,2,3307155,3306697,458,0.77,0.756869,2,3306768
213854421,0.0572721396250808,0.0528886776323024,0.653905053598775,,0.00443226552635209,0.0687924,0.07,1,2776452,2776025,427,0.07,0.0862872,1,2776065
134433781,0.0782028218460856,0.0812674922227228,0.756508422664625,,0.0040671455704933,0.905871,0.75,2,1843143,1842649,494,0.76,0.753021,2,1842695
7535841,0.00333926036013322,0.00225221789855664,0.650842266462481,,0.431603408210689,0.0000255275,0,1,57103,56678,425,0,1.66E-14,1,56716
318761261,0.0324897114270928,0.067513683396533,0.666156202143951,,0.00379211188098851,0.204873,0.27,1,4185774,4185339,435,0.27,0.264342,1,4185417
311604301,0.0698680825815551,0.073168836973371,0.705972434915773,,0.00480714748044948,0.0528137,0.77,1,4262949,4262488,461,0.73,0.763082,2,4262532
283753381,0.0500992366267509,0.0477521274444772,0.64624808575804,,0.00362085247710705,0.0354628,0.03,1,3725226,3724804,422,0.01,0.00815565,1,3724846
107116741,0.0674699114926819,0.0631036036195821,0.647779479326187,,0.00327610538713751,0.0350882,0.11,1,1291715,1291292,423,0.03,0.0320907,1,1291365
152505221,0.0897976786022327,0.0754617592076932,0.777947932618683,,0.0031612957991575,0.931776,0.75,2,1941954,1941446,508,0.76,0.7566,2,1941506
245629861,0.0513283680266602,0.0473117402300726,0.649310872894334,,0.00513926763791475,0.082615,0.15,1,3209749,3209325,424,0.11,0.0884765,1,3209363
18238041,0.218718662741433,0.21194454987567,0.718223583460949,,0.00783962734632811,0.233705,0.83,1,122500,122031,469,0.85,0.904967,2,122065
122145981,0.0667000930758047,0.0549627364664735,0.702909647779479,,0.0036871703999236,0.0297357,0.03,1,1521460,1521001,459,0.04,0.0312137,1,1521048
130938821,0.070443598147583,0.057653479289563,0.747320061255743,,0.00395488259074945,0.926821,0.83,2,1612923,1612435,488,0.8,0.798784,2,1612473
77236061,0.0394061346623016,0.0369130683087925,0.704441041347626,,0.00480704137177297,0.918595,0.81,2,1133023,1132563,460,0.77,0.772862,2,1132605
